101,1.274
102,-1.6897
103,-1.2861
104,0.41915
105,0.35095
106,0.89628
107,-231.15
108,-245.1
109,-344.2
110,-24.514
111,-23.568
112,-10.098
113,-474.36
114,-526.62
115,-322.35
116,-96.806
117,-150.05
118,-12.836
119,1.4872
120,-610.88
121,-212.93
122,68.536
123,-189.43
124,-24.249
125,203.87
126,-310.86
127,-200.54
128,9.8377
129,-68.658
130,39.348
131,345.52
132,-575.95
133,-369.69
134,-100.27
135,247.2
136,374.45
137,-228.17
138,-85.509
139,-175.31
140,250.11
141,822.85
142,504.68
143,103.38
207,-229.41
208,-236.91
209,-353.64
210,-27.085
211,-24.755
212,-5.8547
214,-539.38
215,-325.71
216,-94.168
217,-146.27
218,-15.534
219,1.6607
220,-604.95
221,-209.13
222,74.1
223,-174.06
224,-17.78
225,196.62
227,-189.33
228,-9.6978
229,-83.657
230,42.768
231,347.01
232,-575.51
233,-386.01
234,-121.24
235,241.06
236,376.69
237,-241.15
238,-14.721
239,-178.61
240,272.43
241,785.57
242,478.4
243,121.7
301,-1.844
302,-2.2351
303,10.249
304,6.0403
305,-0.59289
306,3.024
307,230.05
308,243.62
309,341.86
310,23.973
311,18.416
312,5.9715
313,477.95
314,531.59
315,323.1
316,86.613
317,142.87
318,12.266
319,-1.5298
320,600.85
321,212.63
322,-60.009
323,193.49
324,25.256
325,-198.22
326,321.56
327,192.66
328,-9.9932
329,80.232
330,-38.537
331,-350.13
332,593.03
333,363.79
334,97.052
335,-246.79
336,-382.77
337,237.18
338,92.957
339,169.07
340,-254.16
341,-834.9
342,-498.74
343,-105.93
407,228.82
408,242.59
409,341.77
410,24.457
411,22.464
412,11.492
414,531.27
415,321.81
416,95.4
417,143.79
418,11.316
419,1.3249
420,606.48
421,211.78
422,-61.348
423,186.49
424,20.376
425,-200.36
427,188.07
428,-7.3382
429,75.831
430,-38.787
431,-342.63
432,585.91
433,366.63
434,100.44
435,-247.84
436,-373.85
437,235.49
438,94.664
439,173.66
440,-258.87
441,-833.92
442,-494.56
443,-104.39
